Year,State,Question,% Value
2011,Arizona,Current smoking among adults aged >= 18 years,17.9
2011,Arizona,Current smoking among adults aged >= 18 years,12.2
2011,Arizona,Current smoking among adults aged >= 18 years,20.7
2011,Arizona,Current smoking among adults aged >= 18 years,24.6
2011,Arizona,Current smoking among adults aged >= 18 years,15.4
2011,Arizona,Current smoking among adults aged >= 18 years,19.3
2011,Arizona,Current smoking among adults aged >= 18 years,23.4
2011,California,Current smoking among adults aged >= 18 years,19.1
2011,California,Current smoking among adults aged >= 18 years,10.1
2011,California,Current smoking among adults aged >= 18 years,11.4
2011,California,Current smoking among adults aged >= 18 years,17
2011,California,Current smoking among adults aged >= 18 years,23.7
2011,California,Current smoking among adults aged >= 18 years,9
2011,California,Current smoking among adults aged >= 18 years,13.6
2011,California,Current smoking among adults aged >= 18 years,16.1
2011,Colorado,Current smoking among adults aged >= 18 years,22.5
2011,Colorado,Current smoking among adults aged >= 18 years,15.2
2011,Colorado,Current smoking among adults aged >= 18 years,19.1
2011,Colorado,Current smoking among adults aged >= 18 years,20.8
2011,Colorado,Current smoking among adults aged >= 18 years,28.2
2011,Colorado,Current smoking among adults aged >= 18 years,13.3
2011,Colorado,Current smoking among adults aged >= 18 years,18.1
2011,Colorado,Current smoking among adults aged >= 18 years,17.9
2011,Connecticut,Current smoking among adults aged >= 18 years,19.6
2011,Connecticut,Current smoking among adults aged >= 18 years,15.9
2011,Connecticut,Current smoking among adults aged >= 18 years,16.4
2011,Connecticut,Current smoking among adults aged >= 18 years,19.2
2011,Connecticut,Current smoking among adults aged >= 18 years,29.3
2011,Connecticut,Current smoking among adults aged >= 18 years,13.9
2011,Connecticut,Current smoking among adults aged >= 18 years,17.6
2011,Connecticut,Current smoking among adults aged >= 18 years,18.1
2011,District of Columbia,Current smoking among adults aged >= 18 years,30.8
2011,District of Columbia,Current smoking among adults aged >= 18 years,16.9
2011,District of Columbia,Current smoking among adults aged >= 18 years,15.5
2011,District of Columbia,Current smoking among adults aged >= 18 years,24.2
2011,District of Columbia,Current smoking among adults aged >= 18 years,24
2011,District of Columbia,Current smoking among adults aged >= 18 years,18.2
2011,District of Columbia,Current smoking among adults aged >= 18 years,20.3
2011,District of Columbia,Current smoking among adults aged >= 18 years,9.1
2011,Delaware,Current smoking among adults aged >= 18 years,21.1
2011,Delaware,Current smoking among adults aged >= 18 years,18.7
2011,Delaware,Current smoking among adults aged >= 18 years,22.4
2011,Delaware,Current smoking among adults aged >= 18 years,26.3
2011,Delaware,Current smoking among adults aged >= 18 years,26.5
2011,Delaware,Current smoking among adults aged >= 18 years,22.2
2011,Delaware,Current smoking among adults aged >= 18 years,22.5
2011,Delaware,Current smoking among adults aged >= 18 years,22.7
2011,Florida,Current smoking among adults aged >= 18 years,16.4
2011,Florida,Current smoking among adults aged >= 18 years,17.6
2011,Florida,Current smoking among adults aged >= 18 years,14.7
2011,Florida,Current smoking among adults aged >= 18 years,22.4
2011,Florida,Current smoking among adults aged >= 18 years,28.9
2011,Florida,Current smoking among adults aged >= 18 years,15.8
2011,Florida,Current smoking among adults aged >= 18 years,20
2011,Florida,Current smoking among adults aged >= 18 years,24
2011,Georgia,Current smoking among adults aged >= 18 years,17
2011,Georgia,Current smoking among adults aged >= 18 years,18.2
2011,Georgia,Current smoking among adults aged >= 18 years,11.9
2011,Georgia,Current smoking among adults aged >= 18 years,23.7
2011,Georgia,Current smoking among adults aged >= 18 years,24.9
2011,Georgia,Current smoking among adults aged >= 18 years,17.5
2011,Georgia,Current smoking among adults aged >= 18 years,20.9
2011,Georgia,Current smoking among adults aged >= 18 years,24.8
2011,Guam,Current smoking among adults aged >= 18 years,29.7
2011,Guam,Current smoking among adults aged >= 18 years,
2011,Guam,Current smoking among adults aged >= 18 years,24.1
2011,Guam,Current smoking among adults aged >= 18 years,28.7
2011,Guam,Current smoking among adults aged >= 18 years,34.5
2011,Guam,Current smoking among adults aged >= 18 years,38.7
2011,Guam,Current smoking among adults aged >= 18 years,28.3
2011,Guam,Current smoking among adults aged >= 18 years,29.3
2011,Guam,Current smoking among adults aged >= 18 years,21
2011,Hawaii,Current smoking among adults aged >= 18 years,
2011,Hawaii,Current smoking among adults aged >= 18 years,14.4
2011,Hawaii,Current smoking among adults aged >= 18 years,24.6
2011,Hawaii,Current smoking among adults aged >= 18 years,19.5
2011,Hawaii,Current smoking among adults aged >= 18 years,24
2011,Hawaii,Current smoking among adults aged >= 18 years,12.5
2011,Hawaii,Current smoking among adults aged >= 18 years,17.1
2011,Hawaii,Current smoking among adults aged >= 18 years,16
2011,Iowa,Current smoking among adults aged >= 18 years,31
2011,Iowa,Current smoking among adults aged >= 18 years,19.6
2011,Iowa,Current smoking among adults aged >= 18 years,17.2
2011,Iowa,Current smoking among adults aged >= 18 years,22.6
2011,Iowa,Current smoking among adults aged >= 18 years,52.4
2011,Iowa,Current smoking among adults aged >= 18 years,22.7
2011,Iowa,Current smoking among adults aged >= 18 years,21.1
2011,Iowa,Current smoking among adults aged >= 18 years,21
2011,Idaho,Current smoking among adults aged >= 18 years,
2011,Idaho,Current smoking among adults aged >= 18 years,15.2
2011,Idaho,Current smoking among adults aged >= 18 years,16.5
2011,Idaho,Current smoking among adults aged >= 18 years,19.1
2011,Idaho,Current smoking among adults aged >= 18 years,20
2011,Idaho,Current smoking among adults aged >= 18 years,21.9
2011,Idaho,Current smoking among adults aged >= 18 years,17.2
2011,Idaho,Current smoking among adults aged >= 18 years,17
2011,Illinois,Current smoking among adults aged >= 18 years,25.8
2011,Illinois,Current smoking among adults aged >= 18 years,17.8
2011,Illinois,Current smoking among adults aged >= 18 years,20.4
2011,Illinois,Current smoking among adults aged >= 18 years,23.9
2011,Illinois,Current smoking among adults aged >= 18 years,22.3
2011,Illinois,Current smoking among adults aged >= 18 years,
2011,Illinois,Current smoking among adults aged >= 18 years,20.9
2011,Illinois,Current smoking among adults aged >= 18 years,20.3
2011,Indiana,Current smoking among adults aged >= 18 years,30.2
2011,Indiana,Current smoking among adults aged >= 18 years,24.4
2011,Indiana,Current smoking among adults aged >= 18 years,22.3
2011,Indiana,Current smoking among adults aged >= 18 years,27.5
2011,Indiana,Current smoking among adults aged >= 18 years,39.1
2011,Indiana,Current smoking among adults aged >= 18 years,32.9
2011,Indiana,Current smoking among adults aged >= 18 years,25.9
2011,Indiana,Current smoking among adults aged >= 18 years,25.6
2011,Kansas,Current smoking among adults aged >= 18 years,26.6
2011,Kansas,Current smoking among adults aged >= 18 years,20
2011,Kansas,Current smoking among adults aged >= 18 years,21.6
2011,Kansas,Current smoking among adults aged >= 18 years,24.4
2011,Kansas,Current smoking among adults aged >= 18 years,29.2
2011,Kansas,Current smoking among adults aged >= 18 years,29.4
2011,Kansas,Current smoking among adults aged >= 18 years,22.2
2011,Kansas,Current smoking among adults aged >= 18 years,21.8
2011,Kentucky,Current smoking among adults aged >= 18 years,33.3
2011,Kentucky,Current smoking among adults aged >= 18 years,27.4
2011,Kentucky,Current smoking among adults aged >= 18 years,29.9
2011,Kentucky,Current smoking among adults aged >= 18 years,31.6
2011,Kentucky,Current smoking among adults aged >= 18 years,56.7
2011,Kentucky,Current smoking among adults aged >= 18 years,24.1
2011,Kentucky,Current smoking among adults aged >= 18 years,29.5
2011,Kentucky,Current smoking among adults aged >= 18 years,29.3
2011,Louisiana,Current smoking among adults aged >= 18 years,24.4
2011,Louisiana,Current smoking among adults aged >= 18 years,22.7
2011,Louisiana,Current smoking among adults aged >= 18 years,17.5
2011,Louisiana,Current smoking among adults aged >= 18 years,29.3
2011,Louisiana,Current smoking among adults aged >= 18 years,36.8
2011,Louisiana,Current smoking among adults aged >= 18 years,29
2011,Louisiana,Current smoking among adults aged >= 18 years,25.9
2011,Louisiana,Current smoking among adults aged >= 18 years,27.3
2011,Massachusetts,Current smoking among adults aged >= 18 years,16.3
2011,Massachusetts,Current smoking among adults aged >= 18 years,17.5
2011,Massachusetts,Current smoking among adults aged >= 18 years,16.9
2011,Massachusetts,Current smoking among adults aged >= 18 years,19.8
2011,Massachusetts,Current smoking among adults aged >= 18 years,32.9
2011,Massachusetts,Current smoking among adults aged >= 18 years,12.7
2011,Massachusetts,Current smoking among adults aged >= 18 years,18.6
2011,Massachusetts,Current smoking among adults aged >= 18 years,19.4
2011,Maryland,Current smoking among adults aged >= 18 years,18.5
2011,Maryland,Current smoking among adults aged >= 18 years,17.2
2011,Maryland,Current smoking among adults aged >= 18 years,17
2011,Maryland,Current smoking among adults aged >= 18 years,21.1
2011,Maryland,Current smoking among adults aged >= 18 years,28.6
2011,Maryland,Current smoking among adults aged >= 18 years,11.5
2011,Maryland,Current smoking among adults aged >= 18 years,19.1
2011,Maryland,Current smoking among adults aged >= 18 years,20.5
2011,Maine,Current smoking among adults aged >= 18 years,23.8
2011,Maine,Current smoking among adults aged >= 18 years,22.6
2011,Maine,Current smoking among adults aged >= 18 years,24.9
2011,Maine,Current smoking among adults aged >= 18 years,26.5
2011,Maine,Current smoking among adults aged >= 18 years,42.6
2011,Guam,Current smoking among adults aged >= 18 years,30.5
2011,Maine,Current smoking among adults aged >= 18 years,35.1
2011,Maine,Current smoking among adults aged >= 18 years,24.5
2011,Maine,Current smoking among adults aged >= 18 years,24.1
2011,Michigan,Current smoking among adults aged >= 18 years,26.4
2011,Michigan,Current smoking among adults aged >= 18 years,20.5
2011,Michigan,Current smoking among adults aged >= 18 years,19.8
2011,Michigan,Current smoking among adults aged >= 18 years,27.1
2011,Michigan,Current smoking among adults aged >= 18 years,36.6
2011,Michigan,Current smoking among adults aged >= 18 years,16.7
2011,Michigan,Current smoking among adults aged >= 18 years,23.8
2011,Michigan,Current smoking among adults aged >= 18 years,23.9
2011,Minnesota,Current smoking among adults aged >= 18 years,28
2011,Minnesota,Current smoking among adults aged >= 18 years,17.3
2011,Minnesota,Current smoking among adults aged >= 18 years,17.4
2011,Minnesota,Current smoking among adults aged >= 18 years,20.9
2011,Minnesota,Current smoking among adults aged >= 18 years,38.4
2011,Minnesota,Current smoking among adults aged >= 18 years,23.2
2011,Minnesota,Current smoking among adults aged >= 18 years,19.1
2011,Minnesota,Current smoking among adults aged >= 18 years,18.6
2011,Missouri,Current smoking among adults aged >= 18 years,27.2
2011,Missouri,Current smoking among adults aged >= 18 years,24.5
2011,Missouri,Current smoking among adults aged >= 18 years,20.8
2011,Missouri,Current smoking among adults aged >= 18 years,26.5
2011,Guam,Current smoking among adults aged >= 18 years,23.8
2011,Missouri,Current smoking among adults aged >= 18 years,47.3
2011,Missouri,Current smoking among adults aged >= 18 years,17.6
2011,Missouri,Current smoking among adults aged >= 18 years,25.5
2011,Missouri,Current smoking among adults aged >= 18 years,26
2011,Mississippi,Current smoking among adults aged >= 18 years,21.9
2011,Mississippi,Current smoking among adults aged >= 18 years,22.3
2011,Mississippi,Current smoking among adults aged >= 18 years,27.3
2011,Mississippi,Current smoking among adults aged >= 18 years,30.3
2011,Mississippi,Current smoking among adults aged >= 18 years,
2011,Mississippi,Current smoking among adults aged >= 18 years,36.9
2011,Mississippi,Current smoking among adults aged >= 18 years,26.1
2011,Mississippi,Current smoking among adults aged >= 18 years,28.8
2011,Montana,Current smoking among adults aged >= 18 years,
2011,Montana,Current smoking among adults aged >= 18 years,21.2
2011,Montana,Current smoking among adults aged >= 18 years,36.2
2011,Montana,Current smoking among adults aged >= 18 years,23.6
2011,Montana,Current smoking among adults aged >= 18 years,37.6
2011,Montana,Current smoking among adults aged >= 18 years,39.4
2011,Montana,Current smoking among adults aged >= 18 years,22.4
2011,Montana,Current smoking among adults aged >= 18 years,20.2
2011,North Carolina,Current smoking among adults aged >= 18 years,22.8
2011,North Carolina,Current smoking among adults aged >= 18 years,19.4
2011,North Carolina,Current smoking among adults aged >= 18 years,15.5
2011,North Carolina,Current smoking among adults aged >= 18 years,24.3
2011,North Carolina,Current smoking among adults aged >= 18 years,29.7
2011,North Carolina,Current smoking among adults aged >= 18 years,22
2011,North Carolina,Current smoking among adults aged >= 18 years,21.9
2011,North Carolina,Current smoking among adults aged >= 18 years,22.7
2011,North Dakota,Current smoking among adults aged >= 18 years,
2011,North Dakota,Current smoking among adults aged >= 18 years,19.9
2011,North Dakota,Current smoking among adults aged >= 18 years,
2011,North Dakota,Current smoking among adults aged >= 18 years,23.9
2011,North Dakota,Current smoking among adults aged >= 18 years,
2011,North Dakota,Current smoking among adults aged >= 18 years,38.7
2011,North Dakota,Current smoking among adults aged >= 18 years,22
2011,North Dakota,Current smoking among adults aged >= 18 years,20.5
2011,Nebraska,Current smoking among adults aged >= 18 years,27.6
2011,Nebraska,Current smoking among adults aged >= 18 years,18.6
2011,Nebraska,Current smoking among adults aged >= 18 years,17.2
2011,Nebraska,Current smoking among adults aged >= 18 years,22
2011,Nebraska,Current smoking among adults aged >= 18 years,33.5
2011,Nebraska,Current smoking among adults aged >= 18 years,21.8
2011,Nebraska,Current smoking among adults aged >= 18 years,20.3
2011,Nebraska,Current smoking among adults aged >= 18 years,20.3
2011,New Hampshire,Current smoking among adults aged >= 18 years,
2011,New Hampshire,Current smoking among adults aged >= 18 years,19.5
2011,New Hampshire,Current smoking among adults aged >= 18 years,30.9
2011,New Hampshire,Current smoking among adults aged >= 18 years,21.2
2011,New Hampshire,Current smoking among adults aged >= 18 years,
2011,New Hampshire,Current smoking among adults aged >= 18 years,27.6
2011,New Hampshire,Current smoking among adults aged >= 18 years,20.4
2011,New Hampshire,Current smoking among adults aged >= 18 years,20
2011,New Jersey,Current smoking among adults aged >= 18 years,20.8
2011,New Jersey,Current smoking among adults aged >= 18 years,14.7
2011,New Jersey,Current smoking among adults aged >= 18 years,13.6
2011,New Jersey,Current smoking among adults aged >= 18 years,19.2
2011,New Jersey,Current smoking among adults aged >= 18 years,31.7
2011,New Jersey,Current smoking among adults aged >= 18 years,8.9
2011,New Jersey,Current smoking among adults aged >= 18 years,17
2011,New Jersey,Current smoking among adults aged >= 18 years,18.8
2011,New Mexico,Current smoking among adults aged >= 18 years,30
2011,New Mexico,Current smoking among adults aged >= 18 years,18.6
2011,New Mexico,Current smoking among adults aged >= 18 years,22.4
2011,New Mexico,Current smoking among adults aged >= 18 years,24.8
2011,New Mexico,Current smoking among adults aged >= 18 years,30.8
2011,New Mexico,Current smoking among adults aged >= 18 years,14.5
2011,New Mexico,Current smoking among adults aged >= 18 years,21.7
2011,New Mexico,Current smoking among adults aged >= 18 years,22.8
2011,Nevada,Current smoking among adults aged >= 18 years,29.5
2011,Nevada,Current smoking among adults aged >= 18 years,20.1
2011,Nevada,Current smoking among adults aged >= 18 years,13.6
2011,Nevada,Current smoking among adults aged >= 18 years,25.1
2011,Nevada,Current smoking among adults aged >= 18 years,26
2011,Nevada,Current smoking among adults aged >= 18 years,19.8
2011,Nevada,Current smoking among adults aged >= 18 years,22.7
2011,Puerto Rico,Current smoking among adults aged >= 18 years,14.6
2011,Nevada,Current smoking among adults aged >= 18 years,26.3
2011,New York,Current smoking among adults aged >= 18 years,20.7
2011,New York,Current smoking among adults aged >= 18 years,17.2
2011,New York,Current smoking among adults aged >= 18 years,16
2011,New York,Current smoking among adults aged >= 18 years,19.3
2011,New York,Current smoking among adults aged >= 18 years,27.2
2011,New York,Current smoking among adults aged >= 18 years,12.6
2011,New York,Current smoking among adults aged >= 18 years,18.3
2011,New York,Current smoking among adults aged >= 18 years,18.8
2011,Ohio,Current smoking among adults aged >= 18 years,26.6
2011,Ohio,Current smoking among adults aged >= 18 years,25.2
2011,Ohio,Current smoking among adults aged >= 18 years,19
2011,Ohio,Current smoking among adults aged >= 18 years,25.8
2011,Ohio,Current smoking among adults aged >= 18 years,50.1
2011,Ohio,Current smoking among adults aged >= 18 years,23.3
2011,Ohio,Current smoking among adults aged >= 18 years,25.5
2011,Ohio,Current smoking among adults aged >= 18 years,25.3
2011,Oklahoma,Current smoking among adults aged >= 18 years,31
2011,Oklahoma,Current smoking among adults aged >= 18 years,25.1
2011,Oklahoma,Current smoking among adults aged >= 18 years,15.9
2011,Oklahoma,Current smoking among adults aged >= 18 years,27.8
2011,Oklahoma,Current smoking among adults aged >= 18 years,27.2
2011,Oklahoma,Current smoking among adults aged >= 18 years,28
2011,Oklahoma,Current smoking among adults aged >= 18 years,26.4
2011,Oklahoma,Current smoking among adults aged >= 18 years,27.1
2011,Oregon,Current smoking among adults aged >= 18 years,
2011,Oregon,Current smoking among adults aged >= 18 years,19
2011,Oregon,Current smoking among adults aged >= 18 years,17.2
2011,Oregon,Current smoking among adults aged >= 18 years,21.2
2011,Oregon,Current smoking among adults aged >= 18 years,31.7
2011,Oregon,Current smoking among adults aged >= 18 years,11.1
2011,Oregon,Current smoking among adults aged >= 18 years,20.2
2011,Oregon,Current smoking among adults aged >= 18 years,21
2011,Pennsylvania,Current smoking among adults aged >= 18 years,27.8
2011,Pennsylvania,Current smoking among adults aged >= 18 years,22.7
2011,Pennsylvania,Current smoking among adults aged >= 18 years,26.4
2011,Pennsylvania,Current smoking among adults aged >= 18 years,23.6
2011,Pennsylvania,Current smoking among adults aged >= 18 years,41.4
2011,Pennsylvania,Current smoking among adults aged >= 18 years,18.7
2011,Pennsylvania,Current smoking among adults aged >= 18 years,23.2
2011,Pennsylvania,Current smoking among adults aged >= 18 years,22.5
2011,Puerto Rico,Current smoking among adults aged >= 18 years,
2011,Puerto Rico,Current smoking among adults aged >= 18 years,9.4
2011,Puerto Rico,Current smoking among adults aged >= 18 years,14.7
2011,Puerto Rico,Current smoking among adults aged >= 18 years,20.3
2011,Puerto Rico,Current smoking among adults aged >= 18 years,
2011,Puerto Rico,Current smoking among adults aged >= 18 years,
2011,Puerto Rico,Current smoking among adults aged >= 18 years,
2011,Rhode Island,Current smoking among adults aged >= 18 years,22
2011,Rhode Island,Current smoking among adults aged >= 18 years,19.5
2011,Rhode Island,Current smoking among adults aged >= 18 years,17.9
2011,Rhode Island,Current smoking among adults aged >= 18 years,21.6
2011,Rhode Island,Current smoking among adults aged >= 18 years,
2011,Rhode Island,Current smoking among adults aged >= 18 years,21.7
2011,Rhode Island,Current smoking among adults aged >= 18 years,20.6
2011,Rhode Island,Current smoking among adults aged >= 18 years,20.9
2011,South Carolina,Current smoking among adults aged >= 18 years,22.4
2011,South Carolina,Current smoking among adults aged >= 18 years,21.5
2011,South Carolina,Current smoking among adults aged >= 18 years,14.6
2011,South Carolina,Current smoking among adults aged >= 18 years,25.7
2011,South Carolina,Current smoking among adults aged >= 18 years,27.2
2011,South Carolina,Current smoking among adults aged >= 18 years,25.5
2011,South Carolina,Current smoking among adults aged >= 18 years,23.6
2011,South Carolina,Current smoking among adults aged >= 18 years,24.6
2011,South Dakota,Current smoking among adults aged >= 18 years,
2011,South Dakota,Current smoking among adults aged >= 18 years,22.9
2011,South Dakota,Current smoking among adults aged >= 18 years,23.4
2011,South Dakota,Current smoking among adults aged >= 18 years,24.1
2011,South Dakota,Current smoking among adults aged >= 18 years,42
2011,South Dakota,Current smoking among adults aged >= 18 years,37.3
2011,South Dakota,Current smoking among adults aged >= 18 years,23.5
2011,South Dakota,Current smoking among adults aged >= 18 years,21.8
2011,Tennessee,Current smoking among adults aged >= 18 years,18
2011,Tennessee,Current smoking among adults aged >= 18 years,21.7
2011,Tennessee,Current smoking among adults aged >= 18 years,
2011,Tennessee,Current smoking among adults aged >= 18 years,25.1
2011,Tennessee,Current smoking among adults aged >= 18 years,36.4
2011,Tennessee,Current smoking among adults aged >= 18 years,36.4
2011,Tennessee,Current smoking among adults aged >= 18 years,23.4
2011,Tennessee,Current smoking among adults aged >= 18 years,24.2
2011,Texas,Current smoking among adults aged >= 18 years,24
2011,Texas,Current smoking among adults aged >= 18 years,14.9
2011,Texas,Current smoking among adults aged >= 18 years,14.8
2011,Texas,Current smoking among adults aged >= 18 years,22.7
2011,Texas,Current smoking among adults aged >= 18 years,27.6
2011,Texas,Current smoking among adults aged >= 18 years,10.7
2011,Texas,Current smoking among adults aged >= 18 years,18.8
2011,Texas,Current smoking among adults aged >= 18 years,21.9
2011,United States,Current smoking among adults aged >= 18 years,19.5
2011,United States,Current smoking among adults aged >= 18 years,23.6
2011,United States,Current smoking among adults aged >= 18 years,21.3
2011,Utah,Current smoking among adults aged >= 18 years,28.8
2011,Utah,Current smoking among adults aged >= 18 years,9.4
2011,Utah,Current smoking among adults aged >= 18 years,14.3
2011,Utah,Current smoking among adults aged >= 18 years,13.2
2011,Utah,Current smoking among adults aged >= 18 years,
2011,Utah,Current smoking among adults aged >= 18 years,13.7
2011,Utah,Current smoking among adults aged >= 18 years,11.4
2011,Utah,Current smoking among adults aged >= 18 years,10.7
2011,Virginia,Current smoking among adults aged >= 18 years,22.3
2011,Virginia,Current smoking among adults aged >= 18 years,21
2011,Virginia,Current smoking among adults aged >= 18 years,16.4
2011,Virginia,Current smoking among adults aged >= 18 years,20.9
2011,Virginia,Current smoking among adults aged >= 18 years,25.5
2011,Virginia,Current smoking among adults aged >= 18 years,19
2011,Virginia,Current smoking among adults aged >= 18 years,20.9
2011,Virginia,Current smoking among adults aged >= 18 years,21.1
2011,Virgin Islands,Current smoking among adults aged >= 18 years,
2011,Virgin Islands,Current smoking among adults aged >= 18 years,
2011,Virgin Islands,Current smoking among adults aged >= 18 years,
2011,Virgin Islands,Current smoking among adults aged >= 18 years,
2011,Virgin Islands,Current smoking among adults aged >= 18 years,
2011,Virgin Islands,Current smoking among adults aged >= 18 years,
2011,Virgin Islands,Current smoking among adults aged >= 18 years,
2011,Virgin Islands,Current smoking among adults aged >= 18 years,
2011,Vermont,Current smoking among adults aged >= 18 years,
2011,Vermont,Current smoking among adults aged >= 18 years,17.6
2011,Vermont,Current smoking among adults aged >= 18 years,27.7
2011,Vermont,Current smoking among adults aged >= 18 years,22.7
2011,Vermont,Current smoking among adults aged >= 18 years,41.7
2011,Vermont,Current smoking among adults aged >= 18 years,32.9
2011,Vermont,Current smoking among adults aged >= 18 years,20.1
2011,Vermont,Current smoking among adults aged >= 18 years,19.2
2011,Washington,Current smoking among adults aged >= 18 years,24.7
2011,Washington,Current smoking among adults aged >= 18 years,16.3
2011,Washington,Current smoking among adults aged >= 18 years,11.8
2011,Washington,Current smoking among adults aged >= 18 years,18.5
2011,Washington,Current smoking among adults aged >= 18 years,25.5
2011,Washington,Current smoking among adults aged >= 18 years,13.7
2011,Washington,Current smoking among adults aged >= 18 years,17.4
2011,Washington,Current smoking among adults aged >= 18 years,18.2
2011,Wisconsin,Current smoking among adults aged >= 18 years,33
2011,Wisconsin,Current smoking among adults aged >= 18 years,20.1
2011,Wisconsin,Current smoking among adults aged >= 18 years,29.3
2011,Wisconsin,Current smoking among adults aged >= 18 years,22.6
2011,Wisconsin,Current smoking among adults aged >= 18 years,
2011,Wisconsin,Current smoking among adults aged >= 18 years,17.5
2011,Wisconsin,Current smoking among adults aged >= 18 years,21.3
2011,Wisconsin,Current smoking among adults aged >= 18 years,20.5
2011,West Virginia,Current smoking among adults aged >= 18 years,33
2011,West Virginia,Current smoking among adults aged >= 18 years,28.1
2011,West Virginia,Current smoking among adults aged >= 18 years,37
2011,West Virginia,Current smoking among adults aged >= 18 years,32.3
2011,West Virginia,Current smoking among adults aged >= 18 years,30.2
2011,West Virginia,Current smoking among adults aged >= 18 years,26.2
2011,West Virginia,Current smoking among adults aged >= 18 years,30.2
2011,West Virginia,Current smoking among adults aged >= 18 years,30.2
2011,Wyoming,Current smoking among adults aged >= 18 years,
2011,Wyoming,Current smoking among adults aged >= 18 years,21.9
2011,Wyoming,Current smoking among adults aged >= 18 years,24.9
2011,Wyoming,Current smoking among adults aged >= 18 years,24.1
2011,Wyoming,Current smoking among adults aged >= 18 years,37.7
2011,Wyoming,Current smoking among adults aged >= 18 years,31.9
2011,Wyoming,Current smoking among adults aged >= 18 years,23.1
2011,Wyoming,Current smoking among adults aged >= 18 years,22.4
2011,Alaska,Current smoking among adults aged >= 18 years,
2011,Alaska,Current smoking among adults aged >= 18 years,23
2011,Alaska,Current smoking among adults aged >= 18 years,22.8
2011,Alaska,Current smoking among adults aged >= 18 years,22.9
2011,Alaska,Current smoking among adults aged >= 18 years,32.9
2011,Alaska,Current smoking among adults aged >= 18 years,31.7
2011,Alaska,Current smoking among adults aged >= 18 years,22.9
2011,Alaska,Current smoking among adults aged >= 18 years,19.3
2011,Alabama,Current smoking among adults aged >= 18 years,20.7
2011,Alabama,Current smoking among adults aged >= 18 years,21
2011,Alabama,Current smoking among adults aged >= 18 years,27.4
2011,Alabama,Current smoking among adults aged >= 18 years,28
2011,Alabama,Current smoking among adults aged >= 18 years,36.1
2011,Alabama,Current smoking among adults aged >= 18 years,37.5
2011,Alabama,Current smoking among adults aged >= 18 years,24.3
2011,Alabama,Current smoking among adults aged >= 18 years,24.9
2011,Arkansas,Current smoking among adults aged >= 18 years,27.3
2011,Arkansas,Current smoking among adults aged >= 18 years,25.2
2011,Arkansas,Current smoking among adults aged >= 18 years,
2011,Arkansas,Current smoking among adults aged >= 18 years,28.9
2011,Arkansas,Current smoking among adults aged >= 18 years,43.8
2011,North Dakota,Current smoking among adults aged >= 18 years,21.9
2011,Arkansas,Current smoking among adults aged >= 18 years,
2011,Arkansas,Current smoking among adults aged >= 18 years,27
2011,Arkansas,Current smoking among adults aged >= 18 years,27.4
2011,Arizona,Current smoking among adults aged >= 18 years,27.3
2011,Arizona,Current smoking among adults aged >= 18 years,17.5
2011,Arizona,Current smoking among adults aged >= 18 years,13.3
2011,Arizona,Current smoking among adults aged >= 18 years,21
2011,Connecticut,Current smoking among adults aged >= 18 years,30.9
2011,Arizona,Current smoking among adults aged >= 18 years,
2011,Arizona,Current smoking among adults aged >= 18 years,17.1
2011,Arizona,Current smoking among adults aged >= 18 years,19.3
2011,Arizona,Current smoking among adults aged >= 18 years,21.7
2011,California,Current smoking among adults aged >= 18 years,19.8
2011,California,Current smoking among adults aged >= 18 years,10
2011,California,Current smoking among adults aged >= 18 years,12
2011,California,Current smoking among adults aged >= 18 years,17.3
2011,California,Current smoking among adults aged >= 18 years,24.3
2011,California,Current smoking among adults aged >= 18 years,9.1
2011,California,Current smoking among adults aged >= 18 years,13.7
2011,California,Current smoking among adults aged >= 18 years,15.1
2011,Colorado,Current smoking among adults aged >= 18 years,23.2
2011,Colorado,Current smoking among adults aged >= 18 years,15.2
2011,Colorado,Current smoking among adults aged >= 18 years,20.2
2011,Colorado,Current smoking among adults aged >= 18 years,21.3
2011,Colorado,Current smoking among adults aged >= 18 years,29.1
2011,Colorado,Current smoking among adults aged >= 18 years,13
2011,Colorado,Current smoking among adults aged >= 18 years,18.3
2011,Colorado,Current smoking among adults aged >= 18 years,17.6
2011,Connecticut,Current smoking among adults aged >= 18 years,20.8
2011,Connecticut,Current smoking among adults aged >= 18 years,15.4
2011,Connecticut,Current smoking among adults aged >= 18 years,17.1
2011,Connecticut,Current smoking among adults aged >= 18 years,19
2011,Connecticut,Current smoking among adults aged >= 18 years,14
2011,Connecticut,Current smoking among adults aged >= 18 years,17.1
2011,Connecticut,Current smoking among adults aged >= 18 years,16.8
2011,District of Columbia,Current smoking among adults aged >= 18 years,30.8
2011,District of Columbia,Current smoking among adults aged >= 18 years,17.1
2011,District of Columbia,Current smoking among adults aged >= 18 years,15.2
2011,District of Columbia,Current smoking among adults aged >= 18 years,25.1
2011,District of Columbia,Current smoking among adults aged >= 18 years,
2011,District of Columbia,Current smoking among adults aged >= 18 years,18.6
2011,District of Columbia,Current smoking among adults aged >= 18 years,20.8
2011,District of Columbia,Current smoking among adults aged >= 18 years,9.6
2011,Delaware,Current smoking among adults aged >= 18 years,21.5
2011,Delaware,Current smoking among adults aged >= 18 years,18.3
2011,Delaware,Current smoking among adults aged >= 18 years,26.6
2011,Delaware,Current smoking among adults aged >= 18 years,25.5
